ut	field	country	funder_id	funder	Type	country_funder
000304215400016	Food science	DK	667	EU	Public	Supranational
000304215400016	Food science	DK	349	Danish Cattle Federation	Non-profit	DK
000304215400016	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000401353000001	Energy	DK	3002	EU - ERC	Public	Supranational
000400590800023	Energy	DK	968	Innovation Fund Denmark	Public	DK
000400590800023	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000400590800023	Energy	DK	361	Danish Council for Technology and Innovation	Public	DK
000426976800022	Food science	DK	98	Arla Foods Amba	Private	DK
000382578700003	Food science	DK	667	EU	Public	Supranational
000382578700003	Food science	DK	1357	Ministry of Agriculture of China	Public	Other
000416786200063	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000292928300006	Food science	DK	360	Danish Council for Strategic Research	Public	DK
000413886400003	Food science	DK	775	French regions	Public	Other
000351557800007	Energy	DK	667	EU	Public	Supranational
000383293800041	Energy	DK	1369	Ministry of Economy and Finance, Spain	Public	Other
000383293800041	Energy	DK	667	EU	Public	Supranational
000383293800041	Energy	DK	2152	U.S. Department of Energy	Public	Other
000437071400005	Energy	DK	667	EU	Public	Supranational
000437071400005	Energy	DK	1994	Technische Universitat Berlin	NA	NA
000327250300002	Energy	DK	827	German Research Foundation	Public	Other
000327250300002	Energy	DK	667	EU	Public	Supranational
000347711900030	Energy	DK	667	EU	Public	Supranational
000379504600045	Energy	DK	667	EU	Public	Supranational
000443196400099	Energy	DK	1459	National High Technology Research and Development Program of China	Public	Other
000443196400099	Energy	DK	153	Beijing Natural Science Foundation	NA	Other
000382034500006	Food science	DK	359	Danish Council for Independent Research	Public	DK
000382034500006	Food science	DK	360	Danish Council for Strategic Research	Public	DK
000382034500006	Food science	DK	683	FAPESP	Public	NL
000382034500006	Food science	DK	683	FAPESP	Public	Other
000431397500021	Energy	DK	1408	Ministry of Science and Technology of China	Public	Other
000431397500021	Energy	DK	1464	National natural science foundation of China	Public	Other
000431397500021	Energy	DK	246	Chinese government	Public	Other
000352170400011	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000352170400011	Energy	DK	419	Danish Public Service Obligation (PSO)	Public	DK
000364250200061	Energy	DK	365	Danish Energy Agency	Public	DK
000364250200061	Energy	DK	667	EU	Public	Supranational
000403128600005	Food science	DK	2398	Aarhus University	University	DK
000403128600005	Food science	DK	50	Ajinomoto Eurolysine S.A.S.	Private	Other
000403128600005	Food science	DK	359	Danish Council for Independent Research	Public	DK
000400065000167	Energy	DK	667	EU	Public	Supranational
000400065000167	Energy	DK	968	Innovation Fund Denmark	Public	DK
000291472200008	Food science	DK	2032	The Danisco Foundation	NA	NA
000410566600001	Food science	DK	432	Danish Veterinary and Food Administration	Public	DK
000449270700017	Energy	DK	2268	University of Southern Denmark	University	DK
000449270700017	Energy	DK	1860	SDU	NA	NA
000346160500004	Energy	DK	406	Danish National Advanced Technology Foundation	Public	DK
000373379800015	Food science	DK	118	Australian Research Council	Public	Other
000396183900014	Food science	DK	1280	Maelkeafgiftsfonden	Non-profit	DK
000396183900014	Food science	DK	291	Copenhagen University	University	DK
000359873300027	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000431807600007	Energy	DK	625	Energinet.dk	Private	DK
000431807600007	Energy	DK	968	Innovation Fund Denmark	Public	DK
000353852100010	Energy	DK	244	China Scholarship Council (CSC)	Public	Other
000353852100010	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000379421300007	Food science	DK	1603	Norwegian Research Council	Public	NO
000307761600041	Food science	DK	411	Danish National Research Foundation	Public	DK
000307761600041	Food science	DK	359	Danish Council for Independent Research	Public	DK
000307761600041	Food science	DK	424	Danish Research Council for Technology and Production	Public	DK
000307761600041	Food science	DK	827	German Research Foundation	Public	Other
000307761600041	Food science	DK	667	EU	Public	Supranational
000307761600041	Food science	DK	2326	Villum Foundation	Non-profit	DK
000436231100021	Food science	DK	331	Danida, Denmark	Public	DK
000424171800006	Food science	DK	667	EU	Public	Supranational
000424171800006	Food science	DK	1319	Meltzer Foundation	NA	NA
000424171800006	Food science	DK	1603	Norwegian Research Council	Public	NO
000273347700011	Energy	DK	1913	Spanish government	Public	Other
000273347700011	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000273347700011	Energy	DK	1174	Knut and Alice Wallenberg Foundation	Non-profit	Other
000273347700011	Energy	DK	1946	Swedish Energy Agency	Public	Other
000415052100001	Energy	DK	433	Danish Centre for Food and Agriculture	NA	DK
000415052100001	Energy	DK	667	EU	Public	Supranational
000415052100001	Energy	DK	968	Innovation Fund Denmark	Public	DK
000396951000004	Food science	DK	2398	Aarhus University	University	DK
000396951000004	Food science	DK	743	Food Future Innovation (FFI)	NA	NA
000396951000004	Food science	DK	420	Danish regions	NA	DK
000308042800027	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000328058900022	Food science	DK	1025	Irish Ministry for Agriculture, Food and the Marine	NA	NA
000370993200056	Food science	DK	1613	Not enough information	NA	Other
000370993200056	Food science	DK	1464	National natural science foundation of China	Public	Other
000370993200056	Food science	DK	1478	National Science & Technology Pillar Program	NA	Other
000393838000002	Energy	DK	73	ALSTOM GRID (UK)	NA	NA
000393838000002	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000393838000002	Energy	DK	1160	KK Wind Solutions, Denmark	Private	NA
000428400500003	Food science	DK	667	EU	Public	Supranational
000292276200017	Food science	DK	360	Danish Council for Strategic Research	Public	DK
000292276200017	Food science	DK	246	Chinese government	Public	Other
000292276200017	Food science	DK	244	China Scholarship Council (CSC)	Public	Other
000292276200017	Food science	DK	2365	WHO	Non-profit	Other
000304247800006	Energy	DK	83	Andalousian Government, (Spain)	Public	Other
000304247800006	Energy	DK	1913	Spanish government	Public	Other
000389472400023	Food science	DK	1629	Obel Family Foundation	NA	NA
000273394400005	Energy	DK	667	EU	Public	Supranational
000273394400005	Energy	DK	625	Energinet.dk	Private	DK
000329168600033	Food science	DK	1482	National Science Foundation (NSF), USA	Public	Other
000329168600033	Food science	DK	2305	UTP	NA	NA
000357910000003	Food science	DK	667	EU	Public	Supranational
000365376400023	Food science	DK	667	EU	Public	Supranational
000365376400023	Food science	DK	1033	Israel Institute of Technology (Technion)	NA	NA
000407655300065	Energy	DK	2152	U.S. Department of Energy	Public	Other
000407655300065	Energy	DK	1468	National Renewable Energy Laboratory	Public	Other
000367409300019	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000384389300002	Energy	DK	1374	Ministry of Education of China	Public	Other
000384389300002	Energy	DK	245	China University of Geosciences (WUHAN)	University	NA
000384389300002	Energy	DK	1373	Ministry of Education in China	Public	NA
000352048500030	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000352048500030	Energy	DK	1990	Technical University of Denmark	University	DK
000352048500030	Energy	DK	246	Chinese government	Public	Other
000352048500030	Energy	DK	1888	Sino-Danish Center (SDC)	Public	DK
000447478600005	Food science	DK	2027	Thailand Research Fund (TRF)	Public	Other
000431837800019	Food science	DK	667	EU	Public	Supranational
000431837800019	Food science	DK	2117	TOTAL	Private	Other
000431837800019	Food science	DK	2376	World Wide Fund for Nature	Non-profit	Other
000293011700026	Food science	DK	667	EU	Public	Supranational
000293011700026	Food science	DK	349	Danish Cattle Federation	Non-profit	DK
000293011700026	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000427276500001	Food science	DK	968	Innovation Fund Denmark	Public	DK
000427276500001	Food science	DK	416	Danish Pig Research Centre, SEGES	Non-profit	DK
000352809300007	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000352809300007	Energy	DK	1408	Ministry of Science and Technology of China	Public	Other
000286843900039	Energy	DK	2327	VITO	NA	NA
000366874500020	Food science	DK	667	EU	Public	Supranational
000297187800015	Food science	DK	988	International Centre for Research in Organic Food Systems	Public	DK
000297187800015	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000378780900064	Food science	DK	359	Danish Council for Independent Research	Public	DK
000378780900064	Food science	DK	424	Danish Research Council for Technology and Production	Public	DK
000394423800001	Energy	DK	1391	Ministry of High Education (MOHE) of Malaysia	Public	Other
000394423800001	Energy	DK	2192	Universiti Teknologi Malaysia (UTM)	NA	Other
000348878500028	Food science	DK	1953	Swedish Institute	NA	Other
000414509500007	Energy	DK	406	Danish National Advanced Technology Foundation	Public	DK
000436103300006	Energy	DK	1174	Knut and Alice Wallenberg Foundation	Non-profit	Other
000306769700018	Food science	DK	197	British Heart Foundation	Non-profit	Other
000306769700018	Food science	DK	212	Cancer Research UK	Public	Other
000306769700018	Food science	DK	347	Danish Cancer Society	Non-profit	DK
000306769700018	Food science	DK	463	Department of Health, UK	Public	Other
000306769700018	Food science	DK	744	Food Standards Agency	NA	Other
000306769700018	Food science	DK	473	Deutsche Krebshilfe	Public	Other
000306769700018	Food science	DK	528	Dutch Ministry of Health	Public	NL
000306769700018	Food science	DK	536	Dutch Prevention Funds	Public	NL
000306769700018	Food science	DK	549	Dutch ZON (Zorg Onderzoek Nederland)	Public	NL
000306769700018	Food science	DK	667	EU	Public	Supranational
000306769700018	Food science	DK	819	German Federal Ministry of Education and Research (BMBF)	Public	Other
000306769700018	Food science	DK	822	German Federal Ministry of Research and Technology	Public	Other
000306769700018	Food science	DK	892	Hellenic Health Foundation	Public	Other
000306769700018	Food science	DK	893	Hellenic Ministry of Health	Public	Other
000306769700018	Food science	DK	1028	ISCIII RETIC (Spain)	NA	Other
000306769700018	Food science	DK	971	Institut Gustave Roussy	Non-profit	Other
000306769700018	Food science	DK	970	INSERM	Public	Other
000306769700018	Food science	DK	985	International Agency for Research on Cancer	NA	Other
000306769700018	Food science	DK	1039	Italian Association for Research on Cancer	Public	Other
000306769700018	Food science	DK	1266	LK Research Funds	unknown	Unknown
000306769700018	Food science	DK	1311	Medical Research Council (United Kingdom)	Public	Other
000306769700018	Food science	DK	1437	Mutuelle Generale de l'Education Nationale (France)	Private	Other
000306769700018	Food science	DK	1050	Italian National Research Council	Public	Other
000306769700018	Food science	DK	1496	Netherlands Cancer Registry	Public	NL
000306769700018	Food science	DK	1535	NordForsk	Private	NO
000306769700018	Food science	DK	1956	Swedish regions	Public	Other
000306769700018	Food science	DK	1926	Statistics Netherlands	Public	NL
000306769700018	Food science	DK	1931	Stavros Niarchos Foundation	NA	NA
000306769700018	Food science	DK	1944	Swedish Cancer Society	Non-profit	Other
000306769700018	Food science	DK	2357	Wellcome Trust, UK	Non-profit	Other
000306769700018	Food science	DK	2374	World Cancer Research Fund	Non-profit	Supranational
000394231800136	Food science	DK	360	Danish Council for Strategic Research	Public	DK
000394231800136	Food science	DK	667	EU	Public	Supranational
000326679300005	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000326679300005	Food science	DK	432	Danish Veterinary and Food Administration	Public	DK
000445297700001	Food science	DK	98	Arla Foods Amba	Private	DK
000445297700001	Food science	DK	340	Danish Agriculture & Food Council	Public	DK
000445297700001	Food science	DK	364	Danish Dairy Research Foundation	Non-profit	DK
000445297700001	Food science	DK	833	Global Dairy Platform	NA	NA
000445297700001	Food science	DK	968	Innovation Fund Denmark	Public	DK
000445297700001	Food science	DK	1454	National Dairy Council (United States)	NA	NA
000333138000026	Food science	DK	291	Copenhagen University	University	DK
000333138000026	Food science	DK	1490	Natural Sciences and Engineering Research Council of Canada (NSERC)	Public	Other
000333138000026	Food science	DK	1641	Ontario Ministry of Agriculture, Food and Rural Affairs	Public	Other
000382687300007	Food science	DK	1539	Nordic Top-level Research Initiative	Public	Supranational
000263216000009	Food science	DK	667	EU	Public	Supranational
000427003200009	Food science	DK	684	Faroese Research Council	NA	NA
000427003200009	Food science	DK	1929	Statoil	Private	NO
000412382700035	Energy	DK	968	Innovation Fund Denmark	Public	DK
000412382700035	Energy	DK	291	Copenhagen University	University	DK
000412382700035	Energy	DK	1482	National Science Foundation (NSF), USA	Public	Other
000412382700035	Energy	DK	1819	Royal Thai Government	Public	Other
000310721300019	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000310721300019	Energy	DK	411	Danish National Research Foundation	Public	DK
000310721300019	Energy	DK	1450	National Basic Research Program of China	Public	Other
000310721300019	Energy	DK	1464	National natural science foundation of China	Public	Other
000299616800013	Energy	DK	2118	Toyota Motor Corporation	Private	NA
000277929100043	Food science	DK	667	EU	Public	Supranational
000277929100043	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000277929100043	Food science	DK	2398	Aarhus University	University	DK
000307798200009	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000288804800019	Food science	DK	370	Danish Environmental Protection Agency	NA	DK
000268376100008	Energy	DK	365	Danish Energy Agency	Public	DK
000268376100008	Energy	DK	1913	Spanish government	Public	Other
000315395400008	Energy	DK	667	EU	Public	Supranational
000300475800020	Food science	DK	291	Copenhagen University	University	DK
000300475800020	Food science	DK	1841	S-Biotek Holding ApS	NA	NA
000443412400003	Food science	DK	1635	Office of the Higher Education Commission (OHEC), Thailand	Public	Other
000443412400003	Food science	DK	1940	Suranaree University of Technology (SUT) - Thailand	University	Other
000381529400058	Energy	DK	2395	Aalborg University, Denmark	University	DK
000381529400058	Energy	DK	686	FCT - Foundation for Science and Technology	Public	Other
000302348200010	Energy	DK	219	Carlsberg Foundation	Non-profit	DK
000302348200010	Energy	DK	229	Center for Materials Crystallography (CMC)	Public	DK
000302348200010	Energy	DK	411	Danish National Research Foundation	Public	DK
000302348200010	Energy	DK	359	Danish Council for Independent Research	Public	DK
000302348200010	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000324655100003	Food science	DK	121	Austrian Federal Ministry of Agriculture, Forestry, Environment and Water Management	Public	Other
000324655100003	Food science	DK	667	EU	Public	Supranational
000424345000002	Energy	DK	968	Innovation Fund Denmark	Public	DK
000344555300014	Food science	DK	321	Dairy Research Institute	Private	Other
000344555300014	Food science	DK	364	Danish Dairy Research Foundation	Non-profit	DK
000354864300032	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000338002600012	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000351944700010	Energy	DK	968	Innovation Fund Denmark	Public	DK
000351944700010	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000351944700010	Energy	DK	361	Danish Council for Technology and Innovation	Public	DK
000374618300020	Energy	DK	1629	Obel Family Foundation	NA	NA
000289703400044	Energy	DK	403	Danish Ministry of Science, Technology and Innovation	Public	DK
000307973400009	Food science	DK	667	EU	Public	Supranational
000321735400093	Energy	DK	667	EU	Public	Supranational
000436481500088	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000406732000001	Energy	DK	433	Danish Centre for Food and Agriculture	NA	DK
000289260600003	Food science	DK	1957	Swedish research council	Public	Other
000362549100006	Energy	DK	1482	National Science Foundation (NSF), USA	Public	Other
000362549100006	Energy	DK	2326	Villum Foundation	Non-profit	DK
000373530600001	Energy	DK	359	Danish Council for Independent Research	Public	DK
000373530600001	Energy	DK	1538	Nordic Energy Research	Public	Supranational
000373530600001	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000373530600001	Energy	DK	2326	Villum Foundation	Non-profit	DK
000365953100012	Energy	DK	660	Estonian Ministry of Education and Research	Public	Other
000365953100012	Energy	DK	661	Estonian Research Council	Public	Other
000399514200007	Energy	DK	867	GreenTech Wind project	NA	NA
000453481000004	Food science	DK	239	CGIAR	Non-profit	DK
000453481000004	Food science	DK	239	CGIAR	Non-profit	NO
000453481000004	Food science	DK	239	CGIAR	Non-profit	Other
000288516100006	Energy	DK	552	E.ON	Private	Other
000335015700032	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000335015700032	Energy	DK	229	Center for Materials Crystallography (CMC)	Public	DK
000335015700032	Energy	DK	411	Danish National Research Foundation	Public	DK
000335015700032	Energy	DK	359	Danish Council for Independent Research	Public	DK
000335015700032	Energy	DK	667	EU	Public	Supranational
000335015700032	Energy	DK	782	Fuel Cells and Hydrogen 2 Joint Undertaking	Public	Supranational
000358087900001	Energy	DK	1603	Norwegian Research Council	Public	NO
000318402300005	Food science	DK	2398	Aarhus University	University	DK
000318402300005	Food science	DK	291	Copenhagen University	University	DK
000293504400034	Food science	DK	417	Danish Poultry Council	NA	DK
000293504400034	Food science	DK	742	FOOD Denmark	Non-profit	DK
000293504400034	Food science	DK	291	Copenhagen University	University	DK
000396186300097	Energy	DK	667	EU	Public	Supranational
000326017000018	Energy	DK	2152	U.S. Department of Energy	Public	Other
000388098500003	Energy	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000388098500003	Energy	DK	667	EU	Public	Supranational
000365362700076	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000365362700076	Energy	DK	667	EU	Public	Supranational
000349723500028	Energy	DK	403	Danish Ministry of Science, Technology and Innovation	Public	DK
000349723500028	Energy	DK	1464	National natural science foundation of China	Public	Other
000322602200034	Energy	DK	403	Danish Ministry of Science, Technology and Innovation	Public	DK
000322602200034	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000367214700039	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000367214700039	Food science	DK	667	EU	Public	Supranational
000368808900012	Food science	DK	359	Danish Council for Independent Research	Public	DK
000368808900012	Food science	DK	1129	Kentucky Science and Energy Foundation	NA	NA
000368808900012	Food science	DK	1524	NIH	Public	Other
000368808900012	Food science	DK	1482	National Science Foundation (NSF), USA	Public	Other
000368808900012	Food science	DK	1990	Technical University of Denmark	University	DK
000296533300010	Food science	DK	112	Australian Government	Public	Other
000296533300010	Food science	DK	2398	Aarhus University	University	DK
000296533300010	Food science	DK	1008	International Synchrotron Access Program (ISAP)	NA	NA
000432520900024	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000432520900024	Food science	DK	988	International Centre for Research in Organic Food Systems	Public	DK
000280203400042	Food science	DK	349	Danish Cattle Federation	Non-profit	DK
000280203400042	Food science	DK	2398	Aarhus University	University	DK
000371485600008	Energy	DK	365	Danish Energy Agency	Public	DK
000371485600008	Energy	DK	667	EU	Public	Supranational
000371485600008	Energy	DK	646	Environmental Investegation Agency (EIA) US	Public	Other
000371485600008	Energy	DK	1538	Nordic Energy Research	Public	Supranational
000358611500018	Food science	DK	360	Danish Council for Strategic Research	Public	DK
000374584100009	Food science	DK	667	EU	Public	Supranational
000374584100009	Food science	DK	1482	National Science Foundation (NSF), USA	Public	Other
000374584100009	Food science	DK	1656	Otto Moensted Foundation	Non-profit	DK
000319608300006	Food science	DK	177	BioMar AS	Private	DK
000319608300006	Food science	DK	1603	Norwegian Research Council	Public	NO
000448868500002	Energy	DK	359	Danish Council for Independent Research	Public	DK
000448868500002	Energy	DK	667	EU	Public	Supranational
000448868500002	Energy	DK	1781	Research Councils United Kingdom (RCUK)	Public	Other
000329860800021	Food science	DK	359	Danish Council for Independent Research	Public	DK
000329860800021	Food science	DK	2398	Aarhus University	University	DK
000345584500020	Energy	DK	231	Central Denmark Region	NA	NA
000345584500020	Energy	DK	667	EU	Public	Supranational
000345584500020	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000345584500020	Energy	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000367409500024	Energy	DK	1391	Ministry of High Education (MOHE) of Malaysia	Public	Other
000293419700061	Energy	DK	1535	NordForsk	Private	NO
000344387800005	Food science	DK	667	EU	Public	Supranational
000390470600081	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000390470600081	Energy	DK	3002	EU - ERC	Public	Supranational
000329414400011	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000329414400011	Food science	DK	414	Danish Pig Levy Fund	Non-profit	DK
000273941100006	Food science	DK	349	Danish Cattle Federation	Non-profit	DK
000273941100006	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000271051600009	Food science	DK	667	EU	Public	Supranational
000265449700040	Food science	DK	349	Danish Cattle Federation	Non-profit	DK
000342861500034	Energy	DK	1940	Suranaree University of Technology (SUT) - Thailand	University	Other
000342861500034	Energy	DK	2027	Thailand Research Fund (TRF)	Public	Other
000353744100009	Energy	DK	403	Danish Ministry of Science, Technology and Innovation	Public	DK
000345256200054	Food science	DK	192	Brazilian National Council for Scientific and Technological Development	Public	Other
000321037600105	Energy	DK	861	Greek State Scholarships Foundation	NA	Other
000394199300002	Food science	DK	333	Danisco Animal Nutrition	NA	NA
000394199300002	Food science	DK	1705	Poultry CRC	NA	Other
000354962700004	Food science	DK	1964	Syngenta	NA	NA
000354962700004	Food science	DK	669	EU Commission	Public	Supranational
000414068300011	Energy	DK	488	DONG Energy	Private	DK
000414068300011	Energy	DK	968	Innovation Fund Denmark	Public	DK
000330844100001	Food science	DK	645	Environmental Defence Fund	NA	NA
000330844100001	Food science	DK	1535	NordForsk	Private	NO
000288620500010	Energy	DK	827	German Research Foundation	Public	Other
000288620500010	Energy	DK	1113	Karlsruhe Institute of Technology	NA	Other
000288620500010	Energy	DK	1990	Technical University of Denmark	University	DK
000369154600019	Food science	DK	667	EU	Public	Supranational
000263608500025	Energy	DK	667	EU	Public	Supranational
000294619600003	Energy	DK	219	Carlsberg Foundation	Non-profit	DK
000294619600003	Energy	DK	229	Center for Materials Crystallography (CMC)	Public	DK
000294619600003	Energy	DK	411	Danish National Research Foundation	Public	DK
000294619600003	Energy	DK	359	Danish Council for Independent Research	Public	DK
000294619600003	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000294619600003	Energy	DK	667	EU	Public	Supranational
000350181100001	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000350181100001	Energy	DK	1825	Russian Science Foundation (RSF)	Public	Other
000387837500043	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000340333500014	Food science	DK	757	Foundation for Research Levy on Agricultural Products	Public	NO
000277873100037	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000448411800006	Energy	DK	243	China Postdoctoral Science Foundation	Public	Other
000448411800006	Energy	DK	246	Chinese government	Public	Other
000448411800006	Energy	DK	1464	National natural science foundation of China	Public	Other
000448411800006	Energy	DK	251	Chinese Academy of Sciences	Public	Other
000448411800006	Energy	DK	1921	State key laboratories	mixed	Other
000371614300005	Food science	DK	968	Innovation Fund Denmark	Public	DK
000361945600001	Food science	DK	284	Consejo Nacional de Investigaciones Cientificas y Tecnicas (CONICET)	NA	Other
000432266800002	Energy	DK	2152	U.S. Department of Energy	Public	Other
000432266800002	Energy	DK	1305	Max Planck Society	Public	Other
000291221000004	Food science	DK	308	CzechGlobe - Centre for Global Climate Change Impacts Studies	NA	Other
000291221000004	Food science	DK	1184	KONTAKT project	NA	Other
000261569100023	Energy	DK	359	Danish Council for Independent Research	Public	DK
000382793500078	Energy	DK	244	China Scholarship Council (CSC)	Public	Other
000382793500078	Energy	DK	870	Guandong University of Technology	University	Other
000382793500078	Energy	DK	1464	National natural science foundation of China	Public	Other
000280652500009	Food science	DK	359	Danish Council for Independent Research	Public	DK
000280652500009	Food science	DK	1482	National Science Foundation (NSF), USA	Public	Other
000274562600003	Food science	DK	364	Danish Dairy Research Foundation	Non-profit	DK
000274562600003	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000306014000010	Food science	DK	2326	Villum Foundation	Non-profit	DK
000379696600033	Energy	DK	1375	Ministry of Education of the People's Republic of China	Public	Other
000379696600033	Energy	DK	1464	National natural science foundation of China	Public	Other
000436009500092	Energy	DK	1473	National Research Foundation of Singapore	NA	Other
000292339900001	Food science	DK	667	EU	Public	Supranational
000449105100013	Energy	DK	192	Brazilian National Council for Scientific and Technological Development	Public	Other
000451356200053	Energy	DK	968	Innovation Fund Denmark	Public	DK
000451356200053	Energy	DK	1538	Nordic Energy Research	Public	Supranational
000451356200053	Energy	DK	1656	Otto Moensted Foundation	Non-profit	DK
000338557600012	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000313011200020	Energy	DK	251	Chinese Academy of Sciences	Public	Other
000313011200020	Energy	DK	1990	Technical University of Denmark	University	DK
000313011200020	Energy	DK	1450	National Basic Research Program of China	Public	Other
000272764500008	Food science	DK	667	EU	Public	Supranational
000346954500017	Food science	DK	2398	Aarhus University	University	DK
000431803900101	Energy	DK	359	Danish Council for Independent Research	Public	DK
000372854300020	Food science	DK	98	Arla Foods Amba	Private	DK
000372854300020	Food science	DK	214	CAPES	Public	Other
000372854300020	Food science	DK	364	Danish Dairy Research Foundation	Non-profit	DK
000378048800035	Food science	DK	827	German Research Foundation	Public	Other
000378048800035	Food science	DK	1305	Max Planck Society	Public	Other
000435614300002	Food science	DK	244	China Scholarship Council (CSC)	Public	Other
000435614300002	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000301025600007	Food science	DK	403	Danish Ministry of Science, Technology and Innovation	Public	DK
000300499900008	Food science	DK	360	Danish Council for Strategic Research	Public	DK
000434945100014	Energy	DK	968	Innovation Fund Denmark	Public	DK
000387849500005	Energy	DK	330	Danfoss	Private	DK
000387849500005	Energy	DK	403	Danish Ministry of Science, Technology and Innovation	Public	DK
000450347500043	Food science	DK	192	Brazilian National Council for Scientific and Technological Development	Public	Other
000450347500043	Food science	DK	667	EU	Public	Supranational
000450347500043	Food science	DK	862	Green Development and Demonstration Program	Public	DK
000450347500043	Food science	DK	360	Danish Council for Strategic Research	Public	DK
000263658700012	Energy	DK	365	Danish Energy Agency	Public	DK
000263658700012	Energy	DK	1990	Technical University of Denmark	University	DK
000364969400007	Energy	DK	1825	Russian Science Foundation (RSF)	Public	Other
000435885300001	Food science	DK	360	Danish Council for Strategic Research	Public	DK
000435885300001	Food science	DK	667	EU	Public	Supranational
000287542000005	Energy	DK	365	Danish Energy Agency	Public	DK
000287542000005	Energy	DK	667	EU	Public	Supranational
000287542000005	Energy	DK	813	German Federal Environmental Foundation	Public	Other
000337626400012	Energy	DK	667	EU	Public	Supranational
000350124100013	Food science	DK	192	Brazilian National Council for Scientific and Technological Development	Public	Other
000350124100013	Food science	DK	864	Greenland Climate Research Center	NA	NA
000290587800015	Food science	DK	667	EU	Public	Supranational
000290587800015	Food science	DK	523	Dutch Ministry of Economic Affairs	Public	NL
000284320900005	Food science	DK	377	Danish Fur Breeder Associations Research Fund	NA	DK
000284320900005	Food science	DK	2398	Aarhus University	University	DK
000355365200011	Food science	DK	667	EU	Public	Supranational
000355365200011	Food science	DK	291	Copenhagen University	University	DK
000279304700044	Energy	DK	1179	Komtek Composting Company	Private	NA
000440404800020	Energy	DK	359	Danish Council for Independent Research	Public	DK
000440404800020	Energy	DK	1464	National natural science foundation of China	Public	Other
000440404800020	Energy	DK	244	China Scholarship Council (CSC)	Public	Other
000397809900048	Energy	DK	118	Australian Research Council	Public	Other
000397809900048	Energy	DK	1464	National natural science foundation of China	Public	Other
000408339800007	Food science	DK	1408	Ministry of Science and Technology of China	Public	Other
000271177800014	Food science	DK	963	INIA	Public	Other
000342530000050	Energy	DK	419	Danish Public Service Obligation (PSO)	Public	DK
000342530000050	Energy	DK	476	DFF	NA	DK
000342530000050	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000335199000051	Energy	DK	1603	Norwegian Research Council	Public	NO
000335199000051	Energy	DK	667	EU	Public	Supranational
000328869600050	Food science	DK	360	Danish Council for Strategic Research	Public	DK
000327103400024	Food science	DK	360	Danish Council for Strategic Research	Public	DK
000327103400024	Food science	DK	2398	Aarhus University	University	DK
000334655600046	Food science	DK	395	Danish Milk Levy Foundation	Public	DK
000333203900002	Energy	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000333203900002	Energy	DK	625	Energinet.dk	Private	DK
000416300400037	Energy	DK	667	EU	Public	Supranational
000295326800029	Energy	DK	1879	Shell	Private	NL
